1,4,2010,213.43,214.50,214.01,17633200
1,5,2010,214.60,215.59,214.38,21496600
1,6,2010,214.38,215.23,210.97,19720000
1,7,2010,211.75,212.00,210.58,17040400
1,8,2010,210.30,212.00,211.98,15986100
1,11,2010,212.80,213.00,210.11,16508200
1,12,2010,209.19,209.77,207.72,21230700
1,13,2010,207.87,210.93,210.65,21639000
1,14,2010,210.11,210.46,209.43,15460500
1,15,2010,210.93,211.60,205.93,21216700
1,19,2010,208.33,215.19,215.04,26071700
1,20,2010,214.91,215.55,211.73,21862600
1,21,2010,212.08,213.31,208.07,21719800
1,22,2010,206.78,207.50,197.75,31491700
1,25,2010,202.51,204.70,203.07,38060700
1,26,2010,205.95,213.71,205.94,66682500
1,27,2010,206.85,210.58,207.88,61520300
1,28,2010,204.93,205.50,199.29,41910800
1,29,2010,201.08,202.20,192.06,44498300
2,1,2010,192.37,196.00,194.73,26781300
2,2,2010,195.91,196.32,195.86,24940800
2,3,2010,195.17,200.20,199.23,21976000
2,4,2010,196.73,198.37,192.05,27059000
2,5,2010,192.63,196.00,195.46,30368100
2,8,2010,195.69,197.88,194.12,17081100
2,9,2010,196.42,197.50,196.19,22603100
2,10,2010,195.89,196.60,195.12,13227200
2,11,2010,194.88,199.75,198.67,19655200
2,12,2010,198.11,201.64,200.38,23409600
2,16,2010,201.94,203.69,203.40,19419200
2,17,2010,204.19,204.31,202.55,15585600
2,18,2010,201.63,203.89,202.93,15100900
2,19,2010,201.86,203.20,201.67,14838200
2,22,2010,202.34,202.50,200.42,13948700
2,23,2010,200.00,201.33,197.06,20539100
2,24,2010,198.23,201.44,200.66,16448800
2,25,2010,197.38,202.86,202.00,23754500
2,26,2010,202.38,205.17,204.62,18123600
3,1,2010,205.75,209.50,208.99,19646200
3,2,2010,209.93,210.83,208.85,20233800
3,3,2010,208.94,209.87,209.33,13287600
3,4,2010,209.28,210.92,210.71,13072900
3,5,2010,214.94,219.70,218.95,32129300
3,8,2010,220.01,220.09,219.08,15353200
3,9,2010,218.31,225.00,223.02,32866400
3,10,2010,223.83,225.48,224.84,21293500
3,11,2010,223.91,225.50,225.50,14489300
3,12,2010,227.37,227.73,226.60,14868700
3,15,2010,225.38,225.50,223.84,17625100
3,16,2010,224.18,224.98,224.45,15961000
3,17,2010,224.90,226.45,224.12,16105600
3,18,2010,224.10,225.00,224.65,12218200
3,19,2010,224.79,225.24,222.25,19980200
3,22,2010,220.47,226.00,224.75,16300700
3,23,2010,225.64,228.78,228.36,21515400
3,24,2010,227.64,230.20,229.37,21349300
3,25,2010,230.92,230.97,226.65,19367300
3,26,2010,228.95,231.95,230.90,22888400
3,29,2010,233.00,233.87,232.39,19312300
3,30,2010,236.60,237.48,235.85,18832500
3,31,2010,235.49,236.61,235.00,15380700
4,1,2010,237.41,238.73,235.97,21540900
4,5,2010,234.98,238.51,238.49,24446700
4,6,2010,238.20,240.24,239.54,15964900
4,7,2010,239.55,241.92,240.60,22446500
4,8,2010,240.44,241.54,239.95,20463900
